Well;Plate;ID_unique;Light_panel;Group;Genus;Species;Strain;Species_Strain;Medium;Replicate;Salinity;Temperature;Light_period;Light_intensity;Experiment
D7;7;D7_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;30;19;14;200;2
E7;7;E7_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;30;19;14;100;2
F7;7;F7_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;30;19;14;100;2
G7;7;G7_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;30;19;14;100;2
H7;7;H7_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;30;19;14;100;2
A8;7;A8_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;34;19;14;200;2
B8;7;B8_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;34;19;14;200;2
C8;7;C8_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;34;19;14;200;2
D8;7;D8_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;34;19;14;200;2
E8;7;E8_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;34;19;14;100;2
F8;7;F8_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;34;19;14;100;2
G8;7;G8_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;34;19;14;100;2
H8;7;H8_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;34;19;14;100;2
A9;7;A9_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;20;19;14;200;2
B9;7;B9_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;20;19;14;200;2
C9;7;C9_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;20;19;14;200;2
D9;7;D9_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;20;19;14;200;2
E9;7;E9_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;20;19;14;100;2
F9;7;F9_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;20;19;14;100;2
G9;7;G9_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;20;19;14;100;2
H9;7;H9_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;20;19;14;100;2
A10;7;A10_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;25;19;14;200;2
B10;7;B10_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;25;19;14;200;2
C10;7;C10_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;25;19;14;200;2
D10;7;D10_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;25;19;14;200;2
E10;7;E10_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;25;19;14;100;2
F10;7;F10_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;25;19;14;100;2
G10;7;G10_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;25;19;14;100;2
H10;7;H10_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;25;19;14;100;2
A11;7;A11_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;30;19;14;200;2
B11;7;B11_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;30;19;14;200;2
C11;7;C11_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;30;19;14;200;2
D11;7;D11_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;30;19;14;200;2
E11;7;E11_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;30;19;14;100;2
F11;7;F11_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;30;19;14;100;2
G11;7;G11_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;30;19;14;100;2
H11;7;H11_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;30;19;14;100;2
A12;7;A12_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;34;19;14;200;2
B12;7;B12_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;34;19;14;200;2
C12;7;C12_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;34;19;14;200;2
D12;7;D12_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;34;19;14;200;2
E12;7;E12_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;34;19;14;100;2
F12;7;F12_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;34;19;14;100;2
G12;7;G12_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;34;19;14;100;2
H12;7;H12_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;34;19;14;100;2
A1;8;A1_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;20;19;14;50;2
B1;8;B1_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;20;19;14;50;2
C1;8;C1_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;20;19;14;50;2
D1;8;D1_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;20;19;14;50;2
E1;8;E1_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;20;19;14;25;2
F1;8;F1_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;20;19;14;25;2
G1;8;G1_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;20;19;14;25;2
H1;8;H1_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;20;19;14;25;2
A2;8;A2_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;25;19;14;50;2
B2;8;B2_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;25;19;14;50;2
C2;8;C2_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;25;19;14;50;2
D2;8;D2_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;25;19;14;50;2
E2;8;E2_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;25;19;14;25;2
F2;8;F2_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;25;19;14;25;2
G2;8;G2_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;25;19;14;25;2
H2;8;H2_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;25;19;14;25;2
A3;8;A3_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;30;19;14;50;2
B3;8;B3_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;30;19;14;50;2
C3;8;C3_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;30;19;14;50;2
D3;8;D3_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;30;19;14;50;2
E3;8;E3_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;30;19;14;25;2
F3;8;F3_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;30;19;14;25;2
G3;8;G3_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;30;19;14;25;2
H3;8;H3_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;30;19;14;25;2
A4;8;A4_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;34;19;14;50;2
B4;8;B4_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;34;19;14;50;2
C4;8;C4_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;34;19;14;50;2
D4;8;D4_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;34;19;14;50;2
E4;8;E4_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;34;19;14;25;2
F4;8;F4_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;34;19;14;25;2
G4;8;G4_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;34;19;14;25;2
H4;8;H4_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;34;19;14;25;2
A5;8;A5_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;20;19;14;50;2
B5;8;B5_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;20;19;14;50;2
C5;8;C5_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;20;19;14;50;2
D5;8;D5_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;20;19;14;50;2
E5;8;E5_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;20;19;14;25;2
F5;8;F5_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;20;19;14;25;2
G5;8;G5_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;20;19;14;25;2
H5;8;H5_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;20;19;14;25;2
A6;8;A6_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;25;19;14;50;2
B6;8;B6_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;25;19;14;50;2
C6;8;C6_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;25;19;14;50;2
D6;8;D6_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;25;19;14;50;2
E6;8;E6_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;25;19;14;25;2
F6;8;F6_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;25;19;14;25;2
G6;8;G6_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;25;19;14;25;2
H6;8;H6_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;25;19;14;25;2
A7;8;A7_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;30;19;14;50;2
B7;8;B7_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;30;19;14;50;2
C7;8;C7_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;30;19;14;50;2
D7;8;D7_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;30;19;14;50;2
E7;8;E7_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;30;19;14;25;2
F7;8;F7_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;30;19;14;25;2
G7;8;G7_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;30;19;14;25;2
H7;8;H7_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;30;19;14;25;2
A8;8;A8_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;34;19;14;50;2
B8;8;B8_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;34;19;14;50;2
C8;8;C8_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;34;19;14;50;2
D8;8;D8_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;34;19;14;50;2
E8;8;E8_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;34;19;14;25;2
F8;8;F8_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;34;19;14;25;2
G8;8;G8_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;34;19;14;25;2
H8;8;H8_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;34;19;14;25;2
A9;8;A9_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;20;19;14;50;2
B9;8;B9_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;20;19;14;50;2
C9;8;C9_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;20;19;14;50;2
D9;8;D9_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;20;19;14;50;2
E9;8;E9_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;20;19;14;25;2
F9;8;F9_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;20;19;14;25;2
G9;8;G9_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;20;19;14;25;2
H9;8;H9_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;20;19;14;25;2
A10;8;A10_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;25;19;14;50;2
B10;8;B10_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;25;19;14;50;2
C10;8;C10_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;25;19;14;50;2
D10;8;D10_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;25;19;14;50;2
E10;8;E10_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;25;19;14;25;2
F10;8;F10_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;25;19;14;25;2
G10;8;G10_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;25;19;14;25;2
H10;8;H10_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;25;19;14;25;2
A11;8;A11_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;30;19;14;50;2
B11;8;B11_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;30;19;14;50;2
C11;8;C11_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;30;19;14;50;2
D11;8;D11_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;30;19;14;50;2
E11;8;E11_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;30;19;14;25;2
F11;8;F11_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;30;19;14;25;2
G11;8;G11_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;30;19;14;25;2
H11;8;H11_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;30;19;14;25;2
A12;8;A12_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;34;19;14;50;2
B12;8;B12_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;34;19;14;50;2
C12;8;C12_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;34;19;14;50;2
D12;8;D12_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;34;19;14;50;2
E12;8;E12_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;34;19;14;25;2
F12;8;F12_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;34;19;14;25;2
G12;8;G12_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;34;19;14;25;2
H12;8;H12_8;9;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;34;19;14;25;2
